ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
BR-1999-757193,29/11/2022,CL-41358,Corporate,Brazil,Belo Horizonte,MG,PROD-45992,Technology,Machines,516.56
BR-2000-452161,05/10/2021,CL-51904,Consumer,Brazil,Belo Horizonte,MG,PROD-80798,Furniture,Bookcases,281.31
BR-2019-827659,11/06/2020,CL-30028,Consumer,Brazil,Rio de Janeiro,RJ,PROD-38043,Furniture,Furnishings,275.8
UN-2004-535970,28/08/2022,CL-18161,Corporate,United States,Houston,TX,PROD-37110,Office Supplies,Storage,43.91
UN-2004-998348,08/12/2021,CL-85456,Corporate,United States,Miami,FL,PROD-59857,Technology,Phones,247.69
BR-2012-994905,27/04/2021,CL-64921,Home Office,Brazil,Belo Horizonte,MG,PROD-80545,Office Supplies,Storage,70.95
CA-2013-611945,15/12/2022,CL-38760,Corporate,Canada,Ottawa,ON,PROD-45774,Technology,Accessories,421.27
UN-2011-801364,25/09/2024,CL-99016,Home Office,United States,New York,NY,PROD-62994,Office Supplies,Labels,76.05
BR-1980-513160,08/02/2022,CL-87580,Home Office,Brazil,Salvador,BA,PROD-83975,Furniture,Chairs,258.15
BR-2021-242291,06/08/2023,CL-70515,Consumer,Brazil,São Paulo,SP,PROD-33819,Technology,Machines,921.45
UN-2006-576786,15/10/2021,CL-52840,Corporate,United States,Houston,TX,PROD-54236,Office Supplies,Paper,153.32
UN-1970-593152,04/12/2024,CL-12540,Consumer,United States,Houston,TX,PROD-80702,Office Supplies,Binders,64.39
UN-2003-919182,05/03/2023,CL-95426,Consumer,United States,Los Angeles,CA,PROD-15276,Technology,Phones,622.63
BR-1977-350132,31/07/2020,CL-26544,Home Office,Brazil,Rio de Janeiro,RJ,PROD-72070,Furniture,Tables,261.68
BR-2024-833442,03/07/2023,CL-43586,Consumer,Brazil,Curitiba,PR,PROD-58351,Furniture,Furnishings,264.54
CA-1986-915573,12/01/2023,CL-31465,Consumer,Canada,Ottawa,ON,PROD-50768,Technology,Phones,693.56
CA-1986-515922,27/11/2020,CL-35995,Home Office,Canada,Toronto,ON,PROD-19961,Office Supplies,Storage,74.57
CA-1975-991597,29/03/2025,CL-99687,Consumer,Canada,Vancouver,BC,PROD-88697,Furniture,Bookcases,267.42
CA-2019-793655,22/02/2021,CL-58571,Home Office,Canada,Toronto,ON,PROD-19038,Office Supplies,Storage,106.23
CA-1974-962276,19/07/2024,CL-74251,Corporate,Canada,Montreal,QC,PROD-23833,Furniture,Furnishings,90.84
UN-2022-556641,12/12/2024,CL-33086,Home Office,United States,Houston,TX,PROD-78386,Technology,Accessories,395.11
UN-1978-587455,26/06/2021,CL-67091,Corporate,United States,Miami,FL,PROD-87656,Technology,Machines,400.99
UN-2007-572700,16/06/2024,CL-41963,Home Office,United States,Los Angeles,CA,PROD-70910,Furniture,Bookcases,278.28
CA-1988-618317,27/10/2021,CL-52600,Corporate,Canada,Calgary,AB,PROD-33834,Office Supplies,Binders,43.29
BR-2011-393243,26/11/2024,CL-88139,Home Office,Brazil,Belo Horizonte,MG,PROD-46211,Office Supplies,Labels,150.61
BR-1984-353080,06/01/2024,CL-63271,Home Office,Brazil,Curitiba,PR,PROD-74038,Furniture,Chairs,303.57
BR-2021-569945,01/01/2025,CL-12260,Corporate,Brazil,Salvador,BA,PROD-22196,Technology,Machines,142.66
BR-2018-421080,15/02/2022,CL-97026,Corporate,Brazil,Salvador,BA,PROD-86225,Technology,Accessories,252.06
UN-1997-546173,25/01/2023,CL-82140,Corporate,United States,Miami,FL,PROD-53357,Technology,Copiers,159.41
CA-1999-363615,05/08/2023,CL-40217,Home Office,Canada,Calgary,AB,PROD-25814,Office Supplies,Labels,92.24
BR-2000-300845,26/10/2024,CL-38361,Corporate,Brazil,Belo Horizonte,MG,PROD-73464,Furniture,Tables,227.61
CA-1986-205409,11/06/2021,CL-35443,Consumer,Canada,Ottawa,ON,PROD-48829,Technology,Copiers,476.46
UN-1974-842411,30/04/2022,CL-80010,Corporate,United States,Los Angeles,CA,PROD-26591,Office Supplies,Binders,65.81
BR-1971-831295,17/04/2023,CL-26551,Corporate,Brazil,São Paulo,SP,PROD-93606,Technology,Copiers,356.32
BR-1985-592198,15/02/2025,CL-72746,Corporate,Brazil,São Paulo,SP,PROD-67733,Technology,Copiers,294.39
BR-1970-219629,16/04/2022,CL-18564,Corporate,Brazil,São Paulo,SP,PROD-62521,Office Supplies,Storage,131.66
BR-2018-259097,07/01/2021,CL-29555,Corporate,Brazil,Curitiba,PR,PROD-83772,Technology,Phones,568.24
BR-1985-735770,30/11/2020,CL-88135,Consumer,Brazil,Rio de Janeiro,RJ,PROD-91057,Furniture,Furnishings,360.06
CA-1972-411797,27/12/2020,CL-87139,Corporate,Canada,Calgary,AB,PROD-66207,Office Supplies,Storage,1.0
CA-1974-899787,24/03/2023,CL-37235,Consumer,Canada,Ottawa,ON,PROD-91987,Furniture,Chairs,296.6
UN-1986-282256,15/10/2024,CL-82350,Consumer,United States,New York,NY,PROD-19838,Furniture,Tables,298.55
BR-2015-405407,14/10/2022,CL-14278,Corporate,Brazil,Salvador,BA,PROD-40340,Office Supplies,Storage,120.62
CA-1984-174637,18/07/2024,CL-40595,Home Office,Canada,Montreal,QC,PROD-44675,Technology,Machines,556.4
CA-1979-671015,01/01/2025,CL-39466,Consumer,Canada,Vancouver,BC,PROD-94886,Office Supplies,Binders,122.94
UN-2009-273982,10/04/2025,CL-50319,Home Office,United States,Los Angeles,CA,PROD-87993,Furniture,Chairs,317.73
CA-1986-591465,08/06/2024,CL-49857,Corporate,Canada,Montreal,QC,PROD-62757,Office Supplies,Binders,116.14
CA-2024-184349,09/06/2024,CL-88385,Corporate,Canada,Ottawa,ON,PROD-15224,Office Supplies,Storage,71.56
CA-1982-127121,17/11/2023,CL-21970,Home Office,Canada,Montreal,QC,PROD-40005,Technology,Copiers,596.41
CA-1976-704238,21/03/2021,CL-15273,Corporate,Canada,Ottawa,ON,PROD-32962,Furniture,Bookcases,219.83
CA-1994-713762,31/01/2024,CL-67132,Corporate,Canada,Calgary,AB,PROD-93202,Office Supplies,Paper,122.36
BR-1997-449499,08/01/2024,CL-52081,Consumer,Brazil,Salvador,BA,PROD-97835,Office Supplies,Storage,90.97
BR-2019-402218,21/05/2024,CL-96846,Home Office,Brazil,Belo Horizonte,MG,PROD-62488,Office Supplies,Storage,130.88
BR-2015-364659,16/11/2020,CL-52372,Corporate,Brazil,Salvador,BA,PROD-25194,Furniture,Bookcases,255.85
CA-1974-533321,02/04/2021,CL-17104,Home Office,Canada,Toronto,ON,PROD-34586,Technology,Machines,879.22
UN-2019-896907,03/11/2023,CL-16764,Corporate,United States,Miami,FL,PROD-36680,Office Supplies,Storage,155.43
CA-2024-832168,21/04/2023,CL-73532,Consumer,Canada,Vancouver,BC,PROD-25915,Office Supplies,Storage,80.06
CA-1986-425845,06/05/2021,CL-82199,Home Office,Canada,Ottawa,ON,PROD-11792,Furniture,Tables,337.58
UN-1982-583863,17/01/2022,CL-25396,Consumer,United States,New York,NY,PROD-94896,Furniture,Chairs,224.83
UN-2000-535673,23/12/2024,CL-73242,Consumer,United States,Chicago,IL,PROD-71894,Technology,Copiers,262.46
UN-1998-299869,10/08/2021,CL-88561,Home Office,United States,Miami,FL,PROD-76616,Furniture,Furnishings,125.32
BR-1988-456385,23/12/2021,CL-76550,Consumer,Brazil,São Paulo,SP,PROD-45018,Office Supplies,Storage,90.95
UN-1986-255813,08/05/2024,CL-68529,Corporate,United States,Chicago,IL,PROD-80592,Technology,Machines,426.66
UN-2000-577463,21/01/2021,CL-52176,Home Office,United States,Chicago,IL,PROD-34727,Technology,Machines,608.0
BR-1976-997594,04/02/2025,CL-63841,Corporate,Brazil,Curitiba,PR,PROD-15720,Office Supplies,Paper,82.99
CA-2014-504832,05/11/2020,CL-96991,Consumer,Canada,Calgary,AB,PROD-95461,Technology,Machines,480.59
UN-1971-205239,05/01/2025,CL-67711,Home Office,United States,New York,NY,PROD-23069,Furniture,Bookcases,276.52
UN-2021-529893,17/03/2021,CL-95823,Consumer,United States,New York,NY,PROD-30232,Technology,Accessories,719.33
UN-1981-781403,05/06/2022,CL-20527,Home Office,United States,Chicago,IL,PROD-53065,Office Supplies,Storage,64.11
CA-2003-667296,15/11/2023,CL-14705,Consumer,Canada,Calgary,AB,PROD-90931,Office Supplies,Storage,44.41
BR-1984-555052,05/07/2024,CL-22903,Home Office,Brazil,Belo Horizonte,MG,PROD-93066,Furniture,Chairs,141.2
BR-1973-130353,29/10/2023,CL-16028,Consumer,Brazil,Salvador,BA,PROD-52516,Furniture,Bookcases,455.7
UN-1995-252640,25/10/2021,CL-42007,Corporate,United States,Chicago,IL,PROD-79621,Office Supplies,Storage,62.44
CA-1996-182804,07/06/2020,CL-89887,Home Office,Canada,Vancouver,BC,PROD-60140,Furniture,Tables,281.5
CA-2023-343467,02/09/2022,CL-70443,Corporate,Canada,Vancouver,BC,PROD-93611,Office Supplies,Paper,105.01
UN-1989-943718,14/04/2024,CL-70981,Home Office,United States,Chicago,IL,PROD-47700,Technology,Phones,688.5
CA-2017-462351,06/01/2024,CL-87014,Home Office,Canada,Vancouver,BC,PROD-49210,Furniture,Furnishings,168.91
UN-2015-308894,21/02/2025,CL-60422,Consumer,United States,Chicago,IL,PROD-73335,Office Supplies,Labels,77.15
BR-1980-702733,22/07/2024,CL-48780,Consumer,Brazil,Salvador,BA,PROD-48696,Technology,Copiers,491.83
CA-1990-693419,11/01/2022,CL-99889,Home Office,Canada,Calgary,AB,PROD-16428,Office Supplies,Binders,73.13
CA-1973-736553,08/04/2022,CL-56179,Home Office,Canada,Calgary,AB,PROD-38705,Office Supplies,Paper,80.9
BR-2020-758765,05/05/2025,CL-22735,Home Office,Brazil,Curitiba,PR,PROD-92242,Office Supplies,Paper,196.31
BR-1974-707727,10/01/2025,CL-57823,Consumer,Brazil,Belo Horizonte,MG,PROD-27224,Office Supplies,Binders,122.53
UN-1973-284171,31/01/2023,CL-36318,Home Office,United States,Chicago,IL,PROD-27322,Technology,Machines,641.08
UN-2009-970813,03/11/2020,CL-31567,Corporate,United States,Miami,FL,PROD-43681,Technology,Copiers,155.68
UN-2004-178957,21/06/2024,CL-28449,Home Office,United States,Chicago,IL,PROD-39571,Furniture,Furnishings,444.9
CA-1980-194689,07/12/2024,CL-61717,Corporate,Canada,Calgary,AB,PROD-11824,Technology,Copiers,268.38
CA-2004-805511,24/11/2020,CL-98125,Home Office,Canada,Toronto,ON,PROD-44362,Office Supplies,Labels,143.4
UN-1982-594379,04/02/2021,CL-13280,Home Office,United States,Chicago,IL,PROD-91205,Furniture,Tables,345.47
UN-2010-766269,30/12/2020,CL-70852,Home Office,United States,Miami,FL,PROD-49608,Furniture,Chairs,258.07
UN-2015-139019,29/12/2020,CL-49893,Consumer,United States,New York,NY,PROD-74569,Furniture,Chairs,313.44
BR-1997-507524,01/06/2022,CL-69459,Home Office,Brazil,Rio de Janeiro,RJ,PROD-58629,Technology,Accessories,542.15
CA-2008-535037,08/06/2021,CL-95841,Corporate,Canada,Ottawa,ON,PROD-22978,Office Supplies,Paper,75.25
CA-2009-823811,05/07/2022,CL-58566,Corporate,Canada,Calgary,AB,PROD-38477,Office Supplies,Binders,100.56
UN-2012-818987,02/10/2020,CL-58147,Home Office,United States,Los Angeles,CA,PROD-81364,Office Supplies,Binders,85.31
UN-1998-299028,10/02/2021,CL-26011,Consumer,United States,New York,NY,PROD-69600,Office Supplies,Labels,81.52
CA-2008-153035,19/05/2025,CL-53713,Consumer,Canada,Vancouver,BC,PROD-41925,Technology,Phones,732.89
CA-1991-714867,11/11/2024,CL-38305,Corporate,Canada,Vancouver,BC,PROD-40539,Furniture,Tables,347.76
BR-1983-251716,20/08/2022,CL-27038,Corporate,Brazil,Curitiba,PR,PROD-80807,Furniture,Bookcases,285.01
BR-1986-238205,02/02/2023,CL-11947,Consumer,Brazil,São Paulo,SP,PROD-56955,Technology,Phones,552.11
CA-1996-378258,04/09/2022,CL-16868,Home Office,Canada,Montreal,QC,PROD-26614,Furniture,Tables,192.82
UN-2015-599380,12/07/2021,CL-68756,Home Office,United States,Miami,FL,PROD-57453,Furniture,Chairs,284.43
CA-2001-744986,20/12/2022,CL-15683,Home Office,Canada,Toronto,ON,PROD-96363,Office Supplies,Paper,34.73
UN-2021-163780,08/02/2023,CL-72781,Corporate,United States,Houston,TX,PROD-62640,Technology,Phones,341.8
CA-1970-177060,12/01/2021,CL-20589,Home Office,Canada,Toronto,ON,PROD-52219,Office Supplies,Storage,18.67
BR-2012-754644,24/04/2024,CL-92978,Home Office,Brazil,São Paulo,SP,PROD-86724,Furniture,Bookcases,322.22
CA-1976-575755,16/03/2025,CL-76263,Corporate,Canada,Montreal,QC,PROD-89354,Office Supplies,Labels,86.95
BR-2006-550961,14/01/2021,CL-69186,Corporate,Brazil,São Paulo,SP,PROD-39949,Technology,Accessories,293.52
UN-2004-865054,25/03/2022,CL-22463,Corporate,United States,Houston,TX,PROD-50966,Office Supplies,Storage,12.99
UN-1979-820184,02/09/2022,CL-72163,Consumer,United States,Chicago,IL,PROD-18799,Office Supplies,Paper,46.45
BR-1974-880758,21/05/2023,CL-58843,Home Office,Brazil,São Paulo,SP,PROD-27054,Office Supplies,Binders,1.0
BR-1995-802559,29/06/2022,CL-26021,Corporate,Brazil,Curitiba,PR,PROD-63845,Technology,Copiers,739.88
CA-1980-401601,03/11/2022,CL-88696,Corporate,Canada,Calgary,AB,PROD-50953,Technology,Phones,890.83
BR-2006-262246,22/02/2024,CL-96079,Consumer,Brazil,Curitiba,PR,PROD-73201,Technology,Accessories,737.93
BR-2011-220465,27/12/2022,CL-46512,Consumer,Brazil,Belo Horizonte,MG,PROD-85248,Technology,Copiers,422.19
UN-1970-738577,30/11/2024,CL-96223,Consumer,United States,Miami,FL,PROD-45054,Technology,Phones,693.18
BR-1990-456331,18/02/2025,CL-56009,Consumer,Brazil,Belo Horizonte,MG,PROD-10800,Technology,Copiers,706.58
BR-1979-172965,18/04/2021,CL-28595,Consumer,Brazil,Curitiba,PR,PROD-92991,Technology,Machines,426.33
BR-1977-540226,31/08/2022,CL-69460,Consumer,Brazil,Curitiba,PR,PROD-54681,Furniture,Furnishings,288.68
UN-2020-914571,29/04/2021,CL-84395,Consumer,United States,Chicago,IL,PROD-88148,Technology,Copiers,350.08
BR-1980-806707,13/02/2025,CL-20693,Corporate,Brazil,Rio de Janeiro,RJ,PROD-45665,Furniture,Chairs,52.15
CA-1989-534303,25/09/2022,CL-45804,Home Office,Canada,Calgary,AB,PROD-38255,Office Supplies,Storage,144.82
BR-2018-397005,17/03/2022,CL-98895,Home Office,Brazil,Belo Horizonte,MG,PROD-98930,Office Supplies,Binders,146.02
UN-1983-147623,02/05/2023,CL-38903,Home Office,United States,Miami,FL,PROD-61807,Technology,Copiers,672.16
BR-2004-321494,30/08/2022,CL-27987,Corporate,Brazil,São Paulo,SP,PROD-43491,Furniture,Bookcases,315.21
UN-1987-883301,27/07/2024,CL-66446,Consumer,United States,New York,NY,PROD-33028,Furniture,Furnishings,397.44
UN-1976-624563,05/11/2020,CL-83233,Corporate,United States,Miami,FL,PROD-97562,Technology,Accessories,377.69
BR-1988-557409,08/01/2024,CL-12456,Consumer,Brazil,Salvador,BA,PROD-70260,Technology,Phones,639.89
UN-1970-843963,15/10/2020,CL-93904,Corporate,United States,Miami,FL,PROD-64747,Office Supplies,Storage,102.19
BR-2022-280222,03/04/2023,CL-91018,Home Office,Brazil,Salvador,BA,PROD-70305,Furniture,Bookcases,128.36
UN-2013-355135,12/07/2021,CL-67104,Corporate,United States,New York,NY,PROD-87184,Office Supplies,Binders,84.15
CA-1980-882033,23/08/2022,CL-54500,Corporate,Canada,Toronto,ON,PROD-39041,Office Supplies,Labels,56.97
BR-2007-656379,04/03/2024,CL-76840,Corporate,Brazil,São Paulo,SP,PROD-35415,Technology,Phones,132.3
UN-2008-253557,20/01/2024,CL-43550,Consumer,United States,Los Angeles,CA,PROD-35856,Furniture,Chairs,275.33
CA-1977-285751,01/07/2020,CL-92306,Corporate,Canada,Vancouver,BC,PROD-74764,Technology,Phones,336.51
CA-2017-757685,20/01/2021,CL-51436,Corporate,Canada,Ottawa,ON,PROD-29786,Office Supplies,Labels,17.44
BR-2007-935012,07/09/2021,CL-46002,Consumer,Brazil,Salvador,BA,PROD-87518,Office Supplies,Labels,162.28
UN-1995-584172,20/09/2020,CL-69233,Consumer,United States,Miami,FL,PROD-14929,Furniture,Bookcases,219.11
UN-2007-744883,15/05/2025,CL-87867,Corporate,United States,Chicago,IL,PROD-76462,Furniture,Chairs,175.43
UN-1999-571579,04/09/2021,CL-84928,Consumer,United States,Miami,FL,PROD-95437,Technology,Phones,479.27
UN-1972-164879,01/07/2021,CL-69050,Corporate,United States,Miami,FL,PROD-23566,Office Supplies,Paper,201.17
CA-1994-141043,14/01/2023,CL-42472,Corporate,Canada,Toronto,ON,PROD-67377,Technology,Accessories,558.76
CA-1994-481574,02/10/2020,CL-58870,Corporate,Canada,Ottawa,ON,PROD-47079,Technology,Accessories,547.53
UN-2016-927564,15/03/2022,CL-92691,Corporate,United States,Chicago,IL,PROD-94843,Technology,Phones,463.05
BR-2015-397949,16/07/2022,CL-43029,Home Office,Brazil,Belo Horizonte,MG,PROD-96057,Furniture,Furnishings,261.51
BR-1994-466813,16/04/2021,CL-50662,Home Office,Brazil,Belo Horizonte,MG,PROD-95990,Furniture,Tables,325.24
CA-1997-424620,06/03/2025,CL-83259,Home Office,Canada,Calgary,AB,PROD-59372,Furniture,Chairs,275.18
UN-1986-777406,24/09/2021,CL-97878,Home Office,United States,Los Angeles,CA,PROD-65496,Technology,Phones,543.2
UN-2024-289019,18/10/2021,CL-38074,Corporate,United States,New York,NY,PROD-54791,Office Supplies,Labels,1.0
BR-1998-180913,03/12/2021,CL-48770,Home Office,Brazil,Rio de Janeiro,RJ,PROD-23256,Furniture,Tables,79.79
CA-1982-903531,17/08/2020,CL-91006,Home Office,Canada,Ottawa,ON,PROD-27176,Furniture,Bookcases,318.45
